user_id,timestamp,event_type,module,session_id,region,school_id
BOT010,2026-03-01 00:42:52,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-01 00:43:37,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-01 00:45:57,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 00:46:12,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-01 00:47:18,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-01 00:47:26,webinar_hosted,Вебинары,SBOT,Москва,1
BOT002,2026-03-01 00:48:35,webinar_hosted,Вебинары,SBOT,Москва,1
BOT007,2026-03-01 00:48:37,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-01 00:48:50,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-01 00:49:55,grade_viewed,Оценки,SBOT,Москва,1
BOT004,2026-03-01 00:50:28,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-01 00:51:25,webinar_started,Вебинары,SBOT,Москва,1
BOT009,2026-03-01 00:52:31,webinar_started,Вебинары,SBOT,Москва,1
BOT013,2026-03-01 00:53:10,webinar_hosted,Вебинары,SBOT,Москва,1
BOT001,2026-03-01 00:54:47,homework_assigned,Домашние задания,SBOT,Москва,1
BOT009,2026-03-01 00:55:02,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-01 00:55:16,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-01 00:56:00,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-01 00:56:28,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-01 00:57:41,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT005,2026-03-01 00:58:41,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 00:59:33,grade_entered,Оценки,SBOT,Москва,1
BOT014,2026-03-01 00:59:38,grade_viewed,Оценки,SBOT,Москва,1
BOT014,2026-03-01 01:00:31,homework_assigned,Домашние задания,SBOT,Москва,1
BOT014,2026-03-01 01:04:07,grade_viewed,Оценки,SBOT,Москва,1
BOT008,2026-03-01 01:04:30,grade_viewed,Оценки,SBOT,Москва,1
BOT010,2026-03-01 01:04:38,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-01 01:04:44,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-01 01:06:48,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-01 01:08:20,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 01:10:37,homework_assigned,Домашние задания,SBOT,Москва,1
BOT010,2026-03-01 01:11:07,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 01:12:44,schedule_viewed,Расписание,SBOT,Москва,1
BOT013,2026-03-01 01:13:35,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-01 01:16:02,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-01 01:17:35,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-01 01:17:44,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 01:18:47,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 01:18:58,schedule_viewed,Расписание,SBOT,Москва,1
BOT010,2026-03-01 01:19:37,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-01 01:20:08,homework_assigned,Домашние задания,SBOT,Москва,1
BOT000,2026-03-01 01:20:43,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-01 01:20:50,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 01:21:20,homework_assigned,,SBOT,Москва,1
BOT002,2026-03-01 01:21:57,schedule_viewed,Расписание,SBOT,Москва,1
BOT014,2026-03-01 01:22:47,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT004,2026-03-01 01:24:08,grade_entered,Оценки,SBOT,Москва,1
BOT005,2026-03-01 01:25:40,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-01 01:27:35,homework_checked,Домашние задания,SBOT,Москва,1
BOT007,2026-03-01 01:28:35,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-01 01:29:02,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-01 01:29:32,schedule_viewed,Расписание,SBOT,Москва,1
BOT012,2026-03-01 01:30:24,webinar_started,Вебинары,SBOT,Москва,1
BOT002,2026-03-01 01:30:26,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT012,2026-03-01 01:30:42,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT011,2026-03-01 01:31:05,grade_entered,Оценки,SBOT,Москва,1
BOT001,2026-03-01 01:32:22,grade_entered,Оценки,SBOT,Москва,1
BOT010,2026-03-01 01:32:40,webinar_hosted,Вебинары,SBOT,Москва,1
BOT001,2026-03-01 01:33:54,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 01:34:20,homework_assigned,Домашние задания,SBOT,Москва,1
BOT002,2026-03-01 01:35:00,grade_entered,Оценки,SBOT,Москва,1
BOT000,2026-03-01 01:35:29,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 01:37:13,homework_assigned,Домашние задания,SBOT,Москва,1
BOT012,2026-03-01 01:37:42,webinar_hosted,Вебинары,SBOT,Москва,1
BOT000,2026-03-01 01:37:54,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-01 01:39:48,webinar_started,Вебинары,SBOT,Москва,1
BOT007,2026-03-01 01:40:53,grade_entered,Оценки,SBOT,Москва,1
BOT006,2026-03-01 01:41:28,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-01 01:42:39,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-01 01:43:17,grade_viewed,,SBOT,Москва,1
BOT002,2026-03-01 01:44:11,schedule_viewed,,SBOT,Москва,1
BOT011,2026-03-01 01:45:04,grade_entered,Оценки,SBOT,Москва,1
BOT014,2026-03-01 01:45:17,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-01 01:45:35,grade_entered,Оценки,SBOT,Москва,1
BOT011,2026-03-01 01:45:48,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-01 01:45:53,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-01 01:45:58,webinar_hosted,Вебинары,SBOT,Москва,1
BOT006,2026-03-01 01:46:10,grade_entered,Оценки,SBOT,Москва,1
BOT004,2026-03-01 01:46:30,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-01 01:47:39,grade_entered,Оценки,SBOT,Москва,1
BOT011,2026-03-01 01:48:29,webinar_started,Вебинары,SBOT,Москва,1
BOT009,2026-03-01 01:48:41,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-01 01:48:43,schedule_viewed,,SBOT,Москва,1
BOT012,2026-03-01 01:49:27,grade_viewed,Оценки,SBOT,Москва,1
BOT004,2026-03-01 01:49:29,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-01 01:49:41,grade_viewed,Оценки,SBOT,Москва,1
BOT004,2026-03-01 01:49:41,webinar_hosted,Вебинары,SBOT,Москва,1
BOT011,2026-03-01 01:50:30,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-01 01:50:40,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-01 01:51:54,webinar_hosted,Вебинары,SBOT,Москва,1
BOT001,2026-03-01 01:52:32,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-01 01:54:48,grade_viewed,Оценки,SBOT,Москва,1
BOT012,2026-03-01 01:55:37,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-01 01:56:36,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-01 01:58:26,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-01 01:58:59,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 01:59:35,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-01 02:02:52,grade_viewed,Оценки,SBOT,Москва,1
BOT009,2026-03-01 02:03:26,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-01 02:03:39,schedule_viewed,Расписание,SBOT,Москва,1
BOT000,2026-03-01 02:03:44,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT012,2026-03-01 02:05:25,webinar_started,,SBOT,Москва,1
BOT009,2026-03-01 02:05:49,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-01 02:06:21,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 02:06:43,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-01 02:06:48,homework_checked,Домашние задания,SBOT,Москва,1
BOT013,2026-03-01 02:06:50,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-01 02:07:53,homework_checked,Домашние задания,SBOT,Москва,1
BOT005,2026-03-01 02:08:18,grade_entered,Оценки,SBOT,Москва,1
BOT007,2026-03-01 02:08:23,webinar_hosted,Вебинары,SBOT,Москва,1
BOT003,2026-03-01 02:08:27,homework_assigned,Домашние задания,SBOT,Москва,1
BOT014,2026-03-01 02:08:27,webinar_hosted,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 02:08:31,grade_entered,Оценки,SBOT,Москва,1
BOT003,2026-03-01 02:08:38,webinar_started,Вебинары,SBOT,Москва,1
BOT001,2026-03-01 02:08:46,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-01 02:08:53,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-01 02:10:02,webinar_started,Вебинары,SBOT,Москва,1
BOT011,2026-03-01 02:10:15,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-01 02:11:21,grade_viewed,Оценки,SBOT,Москва,1
BOT012,2026-03-01 02:11:28,homework_checked,Домашние задания,SBOT,Москва,1
BOT010,2026-03-01 02:11:37,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-01 02:13:20,schedule_viewed,,SBOT,Москва,1
BOT003,2026-03-01 02:14:57,webinar_hosted,Вебинары,SBOT,Москва,1
BOT007,2026-03-01 02:15:07,homework_assigned,Домашние задания,SBOT,Москва,1
BOT013,2026-03-01 02:15:30,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-01 02:15:32,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 02:15:42,webinar_hosted,Вебинары,SBOT,Москва,1
BOT010,2026-03-01 02:16:05,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-01 02:16:36,webinar_hosted,Вебинары,SBOT,Москва,1
BOT000,2026-03-01 02:17:35,homework_checked,Домашние задания,SBOT,Москва,1
BOT012,2026-03-01 02:19:50,homework_checked,Домашние задания,SBOT,Москва,1
BOT005,2026-03-01 02:21:45,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-01 02:22:17,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-01 02:23:12,homework_assigned,Домашние задания,SBOT,Москва,1
BOT013,2026-03-01 02:24:25,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-01 02:24:39,grade_viewed,Оценки,SBOT,Москва,1
BOT011,2026-03-01 02:25:08,grade_entered,Оценки,SBOT,Москва,1
BOT014,2026-03-01 02:25:54,webinar_hosted,Вебинары,SBOT,Москва,1
BOT006,2026-03-01 02:26:10,homework_checked,Домашние задания,SBOT,Москва,1
BOT002,2026-03-01 02:26:28,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT000,2026-03-01 02:27:07,homework_assigned,Домашние задания,SBOT,Москва,1
BOT005,2026-03-01 02:27:28,homework_assigned,Домашние задания,SBOT,Москва,1
BOT000,2026-03-01 02:27:43,schedule_viewed,,SBOT,Москва,1
BOT007,2026-03-01 02:30:38,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-01 02:30:42,webinar_started,Вебинары,SBOT,Москва,1
BOT006,2026-03-01 02:31:33,webinar_started,Вебинары,SBOT,Москва,1
BOT008,2026-03-01 02:32:43,webinar_started,Вебинары,SBOT,Москва,1
BOT001,2026-03-01 02:33:07,grade_viewed,Оценки,SBOT,Москва,1
BOT011,2026-03-01 02:33:47,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-01 02:34:30,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 02:34:43,homework_checked,Домашние задания,SBOT,Москва,1
BOT013,2026-03-01 02:35:06,grade_viewed,Оценки,SBOT,Москва,1
BOT011,2026-03-01 02:38:06,webinar_hosted,Вебинары,SBOT,Москва,1
BOT007,2026-03-01 02:38:39,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-01 02:38:50,webinar_hosted,Вебинары,SBOT,Москва,1
BOT004,2026-03-01 02:39:58,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-01 02:40:37,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 02:42:05,webinar_hosted,Вебинары,SBOT,Москва,1
BOT005,2026-03-01 02:42:08,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-01 02:42:11,webinar_hosted,Вебинары,SBOT,Москва,1
BOT004,2026-03-01 02:42:17,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-01 02:44:23,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 02:44:52,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 02:45:04,homework_checked,,SBOT,Москва,1
BOT011,2026-03-01 02:45:43,homework_checked,Домашние задания,SBOT,Москва,1
BOT012,2026-03-01 02:45:46,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-01 02:46:15,schedule_viewed,Расписание,SBOT,Москва,1
BOT010,2026-03-01 02:46:59,webinar_started,Вебинары,SBOT,Москва,1
BOT012,2026-03-01 02:47:00,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT011,2026-03-01 02:47:19,material_downloaded,,SBOT,Москва,1
BOT009,2026-03-01 02:47:59,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-01 02:48:21,homework_checked,Домашние задания,SBOT,Москва,1
BOT005,2026-03-01 02:48:24,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT007,2026-03-01 02:48:37,homework_checked,Домашние задания,SBOT,Москва,1
BOT008,2026-03-01 02:48:58,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-01 02:49:04,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-01 02:49:40,grade_viewed,,SBOT,Москва,1
BOT009,2026-03-01 02:50:48,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-01 02:50:59,homework_checked,Домашние задания,SBOT,Москва,1
BOT005,2026-03-01 02:52:31,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-01 02:53:07,material_viewed,,SBOT,Москва,1
BOT010,2026-03-01 02:53:48,webinar_started,Вебинары,SBOT,Москва,1
BOT005,2026-03-01 02:53:52,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 02:53:58,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-01 02:55:17,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-01 02:56:30,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 02:56:34,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-01 02:57:16,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-01 02:58:00,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-01 02:59:23,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-01 03:00:16,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-01 03:00:33,homework_assigned,Домашние задания,SBOT,Москва,1
BOT010,2026-03-01 03:01:23,grade_entered,,SBOT,Москва,1
BOT006,2026-03-01 03:02:06,grade_viewed,,SBOT,Москва,1
BOT002,2026-03-01 03:02:25,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-01 03:02:45,webinar_hosted,Вебинары,SBOT,Москва,1
BOT003,2026-03-01 03:03:56,homework_assigned,Домашние задания,SBOT,Москва,1
BOT004,2026-03-01 03:05:42,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-01 03:05:45,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 03:05:54,schedule_viewed,Расписание,SBOT,Москва,1
BOT013,2026-03-01 03:06:10,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-01 03:06:57,grade_entered,Оценки,SBOT,Москва,1
BOT003,2026-03-01 03:07:04,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-01 03:07:25,grade_entered,Оценки,SBOT,Москва,1
BOT003,2026-03-01 03:07:26,schedule_viewed,Расписание,SBOT,Москва,1
BOT000,2026-03-01 03:08:02,grade_viewed,Оценки,SBOT,Москва,1
BOT007,2026-03-01 03:09:53,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-01 03:09:59,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-01 03:10:30,homework_checked,,SBOT,Москва,1
BOT006,2026-03-01 03:10:31,schedule_viewed,Расписание,SBOT,Москва,1
BOT013,2026-03-01 03:10:59,grade_entered,Оценки,SBOT,Москва,1
BOT014,2026-03-01 03:12:54,homework_checked,,SBOT,Москва,1
BOT003,2026-03-01 03:12:55,webinar_started,Вебинары,SBOT,Москва,1
BOT005,2026-03-01 03:12:58,schedule_viewed,Расписание,SBOT,Москва,1
BOT013,2026-03-01 03:13:11,homework_assigned,Домашние задания,SBOT,Москва,1
BOT005,2026-03-01 03:13:24,webinar_hosted,Вебинары,SBOT,Москва,1
BOT012,2026-03-01 03:13:29,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-01 03:14:01,schedule_viewed,Расписание,SBOT,Москва,1
BOT012,2026-03-01 03:16:01,homework_checked,,SBOT,Москва,1
BOT014,2026-03-01 03:16:08,webinar_started,Вебинары,SBOT,Москва,1
BOT012,2026-03-01 03:16:46,grade_entered,Оценки,SBOT,Москва,1
BOT002,2026-03-01 03:17:10,schedule_viewed,Расписание,SBOT,Москва,1
BOT012,2026-03-01 03:17:16,grade_viewed,Оценки,SBOT,Москва,1
BOT011,2026-03-01 03:18:13,homework_assigned,Домашние задания,SBOT,Москва,1
BOT004,2026-03-01 03:18:18,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT007,2026-03-01 03:18:44,webinar_started,Вебинары,SBOT,Москва,1
BOT011,2026-03-01 03:18:51,schedule_viewed,Расписание,SBOT,Москва,1
BOT014,2026-03-01 03:20:37,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-01 03:20:53,webinar_hosted,Вебинары,SBOT,Москва,1
BOT003,2026-03-01 03:22:04,webinar_hosted,Вебинары,SBOT,Москва,1
BOT009,2026-03-01 03:23:21,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 03:24:29,homework_assigned,Домашние задания,SBOT,Москва,1
BOT002,2026-03-01 03:25:02,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-01 03:25:21,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-01 03:25:25,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-01 03:26:15,grade_entered,Оценки,SBOT,Москва,1
BOT012,2026-03-01 03:26:15,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-01 03:26:32,webinar_started,Вебинары,SBOT,Москва,1
BOT013,2026-03-01 03:26:47,grade_viewed,,SBOT,Москва,1
BOT004,2026-03-01 03:28:16,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-01 03:29:25,grade_viewed,Оценки,SBOT,Москва,1
BOT012,2026-03-01 03:29:53,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-01 03:30:52,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 03:30:53,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 03:30:57,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-01 03:31:34,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-01 03:32:08,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-01 03:32:43,grade_viewed,Оценки,SBOT,Москва,1
BOT006,2026-03-01 03:33:19,webinar_hosted,Вебинары,SBOT,Москва,1
BOT013,2026-03-01 03:33:27,homework_assigned,Домашние задания,SBOT,Москва,1
BOT002,2026-03-01 03:34:15,webinar_hosted,Вебинары,SBOT,Москва,1
BOT014,2026-03-01 03:34:44,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-01 03:35:44,grade_entered,Оценки,SBOT,Москва,1
BOT009,2026-03-01 03:35:56,homework_assigned,Домашние задания,SBOT,Москва,1
BOT006,2026-03-01 03:36:37,grade_viewed,Оценки,SBOT,Москва,1
BOT013,2026-03-01 03:37:48,grade_viewed,Оценки,SBOT,Москва,1
BOT002,2026-03-01 03:38:29,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-01 03:39:05,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-01 03:39:29,webinar_started,Вебинары,SBOT,Москва,1
BOT001,2026-03-01 03:39:30,webinar_hosted,Вебинары,SBOT,Москва,1
BOT013,2026-03-01 03:39:44,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT012,2026-03-01 03:39:45,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-01 03:40:16,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-01 03:41:05,homework_checked,Домашние задания,SBOT,Москва,1
BOT009,2026-03-01 03:41:20,grade_entered,Оценки,SBOT,Москва,1
BOT014,2026-03-01 03:41:33,grade_entered,Оценки,SBOT,Москва,1
BOT009,2026-03-01 03:41:49,homework_checked,Домашние задания,SBOT,Москва,1
BOT012,2026-03-01 03:42:51,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-01 03:43:38,grade_viewed,Оценки,SBOT,Москва,1
BOT009,2026-03-01 03:46:13,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT007,2026-03-01 03:46:49,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-01 03:47:16,homework_assigned,Домашние задания,SBOT,Москва,1
BOT013,2026-03-01 03:47:55,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-01 03:48:04,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-01 03:49:03,webinar_started,Вебинары,SBOT,Москва,1
